config,rows,cols,workload,wl_type,K,N,n_seq,d_head,h_dimm,dimm_dpes,V,H,dpe_count,acam_eligible,fmax_mhz,grid_w,grid_h,fpga_area_mm2,latency_ns,energy_pj,throughput_per_mm2,throughput_per_J,edap,e_imc_vmm,e_imc_digital,e_clb_reduction,e_clb_activation,e_sram,clb_count,dsp_count,mem_count,wc_count,run_dir
128x128,128,128,attention_128_64,attention,64,128,128,64,1,4,1,1,7,True,170.659,42,42,3.949596,98399.12,4520573.25,2573.0967197364625,221210.88293392878,1756860989843.786,9707.2361,16461.5895,912040.9706,0,811.1565,157,2,52,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x128/attention_128_64
1024x64,1024,64,attention_128_64,attention,64,128,128,64,2,8,1,1,11,True,172.578,42,42,3.949596,98693.38,7106596.31,2565.424883583423,140714.33867614748,2770143984911.1475,14729.4418,8530.3295,901899.431,0,811.1565,157,2,53,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x64/attention_128_64
128x64,128,64,attention_128_64,attention,64,128,128,64,2,8,1,1,11,True,158.346,46,46,4.737724,108331.46,4881991.11,1948.3889004153207,204834.4573900709,2505655369397.429,5458.3456,8899.2359,982961.3631,0,811.1565,157,2,53,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x64/attention_128_64
1024x256,1024,256,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,170.988,48,48,5.158656,138040.08,12514346.1,1404.2946113855544,79908.29021422063,8911481962928.46,49361.4616,33175.5866,1341474.2555,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x256/attention_128_128
128x128,128,128,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,166.601,50,50,5.5975,142158.75,8680131.92,1256.7019867865406,115205.62235879015,6907072648301.925,9943.681,16862.5542,1376798.4586,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x128/attention_128_128
128x256,128,256,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,159.638,50,50,5.5975,149160.64,9126938.47,1197.7099559514565,109565.76548499509,7620324457226.033,20754.7977,35196.1112,1436850.8751,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x256/attention_128_128
1024x128,1024,128,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,159.638,50,50,5.5975,149160.64,13771426.22,1197.7099559514565,72614.12028245248,11498131205780.975,28239.2513,17992.6283,1436850.8751,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x128/attention_128_128
512x128,512,128,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,184.323,56,56,7.021504,126724.41,9635304.86,1123.8531688925355,103784.98807561342,8573455257945.126,15617.5236,15387.7357,1244424.1901,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x128/attention_128_128
256x256,256,256,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,163.491,54,54,6.528924,145212.42,9457765.88,1054.7623609768034,105733.2157179598,8966726752783.7,24368.1573,34366.6428,1402988.5437,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x256/attention_128_128
512x256,512,256,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,162.664,54,54,6.528924,146044.09,10714775.98,1048.755858332612,93329.06276963525,10216654233555.49,33623.843,34652.0041,1410121.4774,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x256/attention_128_128
1024x64,1024,64,attention_128_128,attention,128,128,128,128,2,8,1,2,14,True,141.41,50,50,5.5975,175656.42,16658365.37,1017.0489843985839,60029.899560307225,16379118042038.717,35951.8789,20820.9773,1622063.5033,0,1297.692,166,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x64/attention_128_128
256x128,256,128,attention_128_128,attention,128,128,128,128,1,4,1,1,7,True,163.62,56,56,7.021504,145083.45,9490755.79,981.6393927393987,105365.68658248028,9668271118903.195,12614.4383,17224.7696,1401882.4105,0,1297.692,162,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x128/attention_128_128
256x64,256,64,attention_128_128,attention,128,128,128,128,2,8,1,2,14,True,162.981,56,56,7.021504,150145.77,9768473.01,948.5424048545419,102370.14515741596,10298404119843.209,13547.2773,17402.7255,1407378.7742,0,1297.692,166,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x64/attention_128_128
512x64,512,64,attention_128_128,attention,128,128,128,128,2,8,1,2,14,True,145.081,56,56,7.021504,170779.31,12701473.31,833.939601668006,78731.02399960875,15230687311881.006,21826.5493,19797.9556,1581020.2576,0,1297.692,166,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x64/attention_128_128
1024x256,1024,256,attention_256_64,attention,64,256,256,64,1,4,1,1,7,True,162.737,48,48,5.158656,289221.74,37761116.98,670.2433243753766,26482.26747449355,56339415264136.97,103728.3175,69715.2731,3221688.9828,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x256/attention_256_64
128x256,128,256,attention_256_64,attention,64,256,256,64,1,4,1,1,7,True,163.036,50,50,5.5975,288659.98,25299772.14,618.8983438718839,39526.047684001,40878720052347.12,40644.4515,68925.1061,3215780.5638,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x256/attention_256_64
1024x128,1024,128,attention_256_64,attention,64,256,256,64,2,8,1,1,11,True,160.309,50,50,5.5975,297054.91,27836286.55,601.4079469822301,35924.332011878934,46285199072739.37,56242.1024,35834.6344,3270483.878,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x128/attention_256_64
128x64,128,64,attention_128_128,attention,128,128,128,128,2,8,1,2,14,True,145.153,66,66,9.753084,170686.13,10038291.05,600.7030038577687,99618.55011167463,16710905365102.543,11908.9127,19416.1802,1580236.0268,0,1297.692,166,2,69,11,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x64/attention_128_128
128x128,128,128,attention_256_64,attention,64,256,256,64,2,8,1,1,11,True,153.235,50,50,5.5975,311557.25,19236202.52,573.4136617398283,51985.3125355846,33546815856521.973,21622.0472,36666.7981,3421463.7648,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x128/attention_256_64
1024x64,1024,64,attention_256_64,attention,64,256,256,64,4,16,1,1,19,True,150.793,50,50,5.5975,323670.27,31613503.52,551.9542575352722,31632.05240340916,57275585953750.46,33714.7958,19525.405,3476872.2686,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/1024x64/attention_256_64
256x256,256,256,attention_256_64,attention,64,256,256,64,1,4,1,1,7,True,166.404,54,54,6.528924,282471.61,26374200.33,542.2300491095555,37915.84152269158,48640241117790.195,47883.1567,67530.069,3150693.4929,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x256/attention_256_64
512x256,512,256,attention_256_64,attention,64,256,256,64,1,4,1,1,7,True,159.352,54,54,6.528924,295728.52,31189065.54,517.9229753097712,32062.51879260375,60219505653993.68,68645.3738,70744.435,3290125.0063,0,2270.9115,164,2,68,7,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x256/attention_256_64
256x128,256,128,attention_256_64,attention,64,256,256,64,2,8,1,1,11,True,162.304,56,56,7.021504,293193.51,19530248.18,485.75300917996753,51202.62634573444,40206129063349.15,25433.4385,34728.8644,3230283.9117,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x128/attention_256_64
256x64,256,64,attention_256_64,attention,64,256,256,64,4,16,1,1,19,True,164.619,56,56,7.021504,295050.47,19683436.9,482.69582405524363,50804.135735055504,40778137947485.67,13412.4785,17229.564,3184857.155,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/256x64/attention_256_64
512x128,512,128,attention_256_64,attention,64,256,256,64,2,8,1,1,11,True,159.585,56,56,7.021504,298480.11,22553619.68,477.14948160042195,44338.78083378233,47267408956103.66,36076.9345,35546.1177,3285321.3021,0,2270.9115,160,2,69,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x128/attention_256_64
512x64,512,64,attention_256_64,attention,64,256,256,64,4,16,1,1,19,True,158.279,56,56,7.021504,307553.56,23679497.42,463.0726100342877,42230.62602483224,51135603589784.06,20006.5555,18147.1149,3312429.3179,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/512x64/attention_256_64
128x64,128,64,attention_256_64,attention,64,256,256,64,4,16,1,1,19,True,160.969,66,66,9.753084,302128.33,18522334.7,339.36463690067603,53988.87430751373,54579448433871.58,10738.8031,17508.4445,3257074.3435,0,2270.9115,162,2,71,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round1/128x64/attention_256_64
