config,d_pct,c_pct,workload,P,fmax_mhz,eff_latency_ns,dpe_area_pct,fmax_seed1,fmax_seed2,fmax_seed3,status
512x256,60,20,fc_512_512,7,136.641,1.0454925158418253,21.333333333333336,126.421,141.785,141.717,OK (cached)
512x256,60,40,fc_2048_256,4,133.50133333333335,1.8726404730040147,21.333333333333336,126.377,135.455,138.672,OK (cached)
512x256,60,40,fc_512_128,7,128.87199999999999,1.1085196385339164,21.333333333333336,136.776,124.232,125.608,OK (cached)
512x256,60,40,fc_512_512,7,136.68366666666665,1.0451661587739784,21.333333333333336,137.711,135.926,136.414,OK (cached)
512x256,60,60,fc_2048_256,6,124.05533333333334,1.3434865087084795,32.0,123.953,125.437,122.776,OK (cached)
512x256,60,60,fc_512_128,7,125.85966666666667,1.1350510186515368,32.0,121.489,130.4,125.69,OK (cached)
512x256,60,60,fc_512_512,7,135.61633333333333,1.0533918691490667,32.0,134.063,146.43,126.356,OK (cached)
512x256,80,0,fc_2048_256,3,135.99599999999998,2.4510524819357435,16.0,137.516,130.266,140.206,OK (cached)
512x256,80,0,fc_512_128,3,134.68966666666668,2.4748248442716463,16.0,136.249,138.717,129.103,OK (cached)
512x256,80,0,fc_512_512,3,143.93266666666668,2.3158977114298818,16.0,144.992,145.548,141.258,OK (cached)
512x256,80,20,fc_2048_256,3,136.73133333333334,2.4378708611047455,21.333333333333336,137.213,135.455,137.526,OK (cached)
512x256,80,20,fc_512_128,3,137.64133333333334,2.4217531555443617,21.333333333333336,134.194,145.342,133.388,OK (cached)
512x256,80,20,fc_512_512,3,141.568,2.354581072935503,21.333333333333336,140.476,143.955,140.273,OK (cached)
512x256,80,40,fc_2048_256,3,140.053,2.3800513615083814,21.333333333333336,135.416,136.063,148.68,OK (cached)
512x256,80,40,fc_512_128,3,143.09033333333332,2.329530762618486,21.333333333333336,141.399,146.623,141.249,OK (cached)
512x256,80,40,fc_512_512,3,141.25300000000001,2.3598318855764715,21.333333333333336,145.193,142.818,135.748,OK (cached)
512x256,80,60,fc_2048_256,3,137.52533333333335,2.4237958582176375,32.0,136.077,136.258,140.241,OK (cached)
512x256,80,60,fc_512_128,3,138.42433333333335,2.40805446055968,32.0,135.002,143.69,136.581,OK (cached)
512x256,80,60,fc_512_512,3,140.53533333333334,2.3718827530917492,32.0,141.084,139.772,140.75,OK (cached)
