dsp_ratio,clb_ratio,config,workload,P,total_dpes,V,H,dpes_per_replica,clbs_need,clbs_avail,clb_util_pct,fmax_mhz,fmax_baseline_mhz,gain,utilization,energy_pj,energy_baseline_pj,energy_ratio,tpj_scaling,grid_w,grid_h,clb_count,dsp_count,mem_count,wc_count,run_dir
0.6,0.4,1024x128,fc_2048_256,30,120,2,2,4,930,6586,14.1,130.77700000000002,216.62800000000001,18.1108,0.6037,1923.41,1224.49,0.6366,0.3843,120,120,450,0,180,120,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c40/fc_2048_256
0.6,0.6,1024x128,fc_2048_256,45,180,2,2,4,1380,4391,31.4,121.12566666666667,216.62800000000001,25.1614,0.5591,2063.93,1224.49,0.5933,0.3317,120,120,631,0,270,180,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c60/fc_2048_256
0.8,0.0,1024x128,fc_2048_256,12,50,2,2,4,390,10978,3.6,131.89700000000002,216.62800000000001,7.3064,0.6089,1908.43,1224.49,0.6416,0.3907,120,120,177,0,72,48,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c0/fc_2048_256
0.8,0.2,1024x128,fc_2048_256,20,80,2,2,4,630,8782,7.2,125.86933333333333,216.62800000000001,11.6208,0.581,1992.17,1224.49,0.6147,0.3571,120,120,291,0,120,80,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c20/fc_2048_256
0.8,0.4,1024x128,fc_2048_256,32,130,2,2,4,990,6586,15.0,121.20433333333334,216.62800000000001,17.9041,0.5595,2062.7,1224.49,0.5936,0.3321,120,120,459,0,192,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c40/fc_2048_256
0.8,0.6,1024x128,fc_2048_256,47,190,2,2,4,1440,4391,32.8,111.98066666666666,216.62800000000001,24.2955,0.5169,2219.43,1224.49,0.5517,0.2852,120,120,661,0,282,188,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c60/fc_2048_256
1.0,0.0,1024x128,fc_2048_256,17,70,2,2,4,540,10978,4.9,146.479,216.62800000000001,11.495,0.6762,1734.36,1224.49,0.706,0.4774,120,120,250,0,102,68,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c0/fc_2048_256
1.0,0.2,1024x128,fc_2048_256,25,100,2,2,4,780,8782,8.9,136.05233333333334,216.62800000000001,15.7011,0.628,1855.03,1224.49,0.6601,0.4146,120,120,367,0,150,100,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c20/fc_2048_256
1.0,0.4,1024x128,fc_2048_256,37,150,2,2,4,1140,6586,17.3,116.48366666666668,216.62800000000001,19.8954,0.5377,2139.81,1224.49,0.5722,0.3077,120,120,517,0,222,148,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c40/fc_2048_256
1.0,0.6,1024x128,fc_2048_256,52,210,2,2,4,1590,4391,36.2,118.06099999999999,216.62800000000001,28.3397,0.545,2113.36,1224.49,0.5794,0.3158,120,120,727,0,312,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c60/fc_2048_256
0.2,0.0,1024x128,fc_512_128,10,10,1,1,1,330,10978,3.0,224.55166666666665,224.55166666666665,10.0,1.0,263.16,263.16,1.0,1.0,120,120,95,0,40,10,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c0/fc_512_128
0.2,0.2,1024x128,fc_512_128,40,40,1,1,1,1230,8782,14.0,158.0716666666667,224.55166666666665,28.1577,0.7039,371.15,263.16,0.709,0.4991,120,120,365,0,160,40,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c20/fc_512_128
0.2,0.4,1024x128,fc_512_128,100,100,1,1,1,3030,6586,46.0,93.95526666666667,224.55166666666665,41.8413,0.4184,620.07,263.16,0.4244,0.1776,120,120,959,0,400,100,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c40/fc_512_128
0.2,0.6,1024x128,fc_512_128,118,150,1,1,1,3570,4391,81.3,90.08656666666667,224.55166666666665,47.3397,0.4012,646.43,263.16,0.4071,0.1633,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c60/fc_512_128
0.4,0.0,1024x128,fc_512_128,20,20,1,1,1,630,10978,5.7,182.3273333333333,224.55166666666665,16.2392,0.812,322.62,263.16,0.8157,0.6623,120,120,182,0,80,20,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c0/fc_512_128
0.4,0.2,1024x128,fc_512_128,50,50,1,1,1,1530,8782,17.4,143.76433333333333,224.55166666666665,32.0114,0.6402,407.45,263.16,0.6459,0.4135,120,120,456,0,200,50,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c20/fc_512_128
0.4,0.4,1024x128,fc_512_128,110,110,1,1,1,3330,6586,50.6,91.6665,224.55166666666665,44.9042,0.4082,635.4,263.16,0.4142,0.1691,120,120,1115,0,440,110,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c40/fc_512_128
0.4,0.6,1024x128,fc_512_128,118,160,1,1,1,3570,4391,81.3,98.15276666666666,224.55166666666665,51.5784,0.4371,593.83,263.16,0.4432,0.1937,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c60/fc_512_128
0.6,0.0,1024x128,fc_512_128,40,40,1,1,1,1230,10978,11.2,163.68133333333333,224.55166666666665,29.157,0.7289,358.65,263.16,0.7338,0.5348,120,120,365,0,160,40,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c0/fc_512_128
0.6,0.2,1024x128,fc_512_128,70,70,1,1,1,2130,8782,24.3,100.59656666666666,224.55166666666665,31.3592,0.448,579.56,263.16,0.4541,0.2034,120,120,717,0,280,70,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c20/fc_512_128
0.6,0.4,1024x128,fc_512_128,118,120,1,1,1,3570,6586,54.2,88.65763333333332,224.55166666666665,46.5888,0.3948,656.74,263.16,0.4007,0.1582,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c40/fc_512_128
0.6,0.6,1024x128,fc_512_128,118,180,1,1,1,3570,4391,81.3,97.0027,224.55166666666665,50.9741,0.432,600.79,263.16,0.438,0.1892,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c60/fc_512_128
0.8,0.0,1024x128,fc_512_128,50,50,1,1,1,1530,10978,13.9,151.29066666666665,224.55166666666665,33.6873,0.6737,387.5,263.16,0.6791,0.4576,120,120,456,0,200,50,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c0/fc_512_128
0.8,0.2,1024x128,fc_512_128,80,80,1,1,1,2430,8782,27.7,96.14793333333334,224.55166666666665,34.2542,0.4282,606.08,263.16,0.4342,0.1859,120,120,818,0,320,80,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c20/fc_512_128
0.8,0.4,1024x128,fc_512_128,118,130,1,1,1,3570,6586,54.2,92.63443333333333,224.55166666666665,48.6786,0.4125,628.82,263.16,0.4185,0.1726,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c40/fc_512_128
0.8,0.6,1024x128,fc_512_128,118,190,1,1,1,3570,4391,81.3,103.3027,224.55166666666665,54.2847,0.46,564.54,263.16,0.4661,0.2144,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c60/fc_512_128
1.0,0.0,1024x128,fc_512_128,70,70,1,1,1,2130,10978,19.4,105.1398,224.55166666666665,32.7755,0.4682,554.79,263.16,0.4743,0.2221,120,120,717,0,280,70,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c0/fc_512_128
1.0,0.2,1024x128,fc_512_128,100,100,1,1,1,3030,8782,34.5,95.73836666666666,224.55166666666665,42.6353,0.4264,608.64,263.16,0.4324,0.1843,120,120,959,0,400,100,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c20/fc_512_128
1.0,0.4,1024x128,fc_512_128,118,150,1,1,1,3570,6586,54.2,95.36083333333333,224.55166666666665,50.1113,0.4247,611.03,263.16,0.4307,0.1829,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c40/fc_512_128
1.0,0.6,1024x128,fc_512_128,118,210,1,1,1,3570,4391,81.3,100.75033333333333,224.55166666666665,52.9434,0.4487,578.68,263.16,0.4548,0.204,120,120,1154,0,472,118,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c60/fc_512_128
0.2,0.0,1024x128,fc_512_512,2,10,1,4,4,90,10978,0.8,265.83566666666667,265.83566666666667,2.0,1.0,877.79,877.79,1.0,1.0,120,120,19,0,8,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c0/fc_512_512
0.2,0.2,1024x128,fc_512_512,10,40,1,4,4,330,8782,3.8,217.69799999999998,265.83566666666667,8.1892,0.8189,1069.63,877.79,0.8206,0.672,120,120,99,0,40,40,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c20/fc_512_512
0.2,0.4,1024x128,fc_512_512,25,100,1,4,4,780,6586,11.8,174.69366666666667,265.83566666666667,16.4287,0.6571,1330.43,877.79,0.6598,0.4336,120,120,240,0,100,100,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c40/fc_512_512
0.2,0.6,1024x128,fc_512_512,37,150,1,4,4,1140,4391,26.0,157.72266666666667,265.83566666666667,21.9524,0.5933,1472.49,877.79,0.5961,0.3537,120,120,357,0,148,148,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d20_c60/fc_512_512
0.4,0.0,1024x128,fc_512_512,5,20,1,4,4,180,10978,1.6,232.4623333333333,265.83566666666667,4.3723,0.8745,1002.34,877.79,0.8757,0.7658,120,120,52,0,20,20,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c0/fc_512_512
0.4,0.2,1024x128,fc_512_512,12,50,1,4,4,390,8782,4.4,200.04566666666665,265.83566666666667,9.0302,0.7525,1163.12,877.79,0.7547,0.5679,120,120,115,0,48,48,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c20/fc_512_512
0.4,0.4,1024x128,fc_512_512,27,110,1,4,4,840,6586,12.8,156.04600000000002,265.83566666666667,15.849,0.587,1488.2,877.79,0.5898,0.3462,120,120,282,0,108,108,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c40/fc_512_512
0.4,0.6,1024x128,fc_512_512,40,160,1,4,4,1230,4391,28.0,157.45833333333334,265.83566666666667,23.6926,0.5923,1474.94,877.79,0.5951,0.3525,120,120,391,0,160,160,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d40_c60/fc_512_512
0.6,0.0,1024x128,fc_512_512,10,40,1,4,4,330,10978,3.0,212.86366666666666,265.83566666666667,8.0073,0.8007,1093.69,877.79,0.8026,0.6427,120,120,99,0,40,40,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c0/fc_512_512
0.6,0.2,1024x128,fc_512_512,17,70,1,4,4,540,8782,6.1,180.367,265.83566666666667,11.5343,0.6785,1288.9,877.79,0.681,0.4621,120,120,162,0,68,68,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c20/fc_512_512
0.6,0.4,1024x128,fc_512_512,30,120,1,4,4,930,6586,14.1,151.40833333333333,265.83566666666667,17.0867,0.5696,1533.47,877.79,0.5724,0.326,120,120,307,0,120,120,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c40/fc_512_512
0.6,0.6,1024x128,fc_512_512,45,180,1,4,4,1380,4391,31.4,134.85566666666668,265.83566666666667,22.828,0.5073,1720.44,877.79,0.5102,0.2588,120,120,440,0,180,180,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d60_c60/fc_512_512
0.8,0.0,1024x128,fc_512_512,12,50,1,4,4,390,10978,3.6,195.08900000000003,265.83566666666667,8.8064,0.7339,1192.41,877.79,0.7361,0.5402,120,120,115,0,48,48,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c0/fc_512_512
0.8,0.2,1024x128,fc_512_512,20,80,1,4,4,630,8782,7.2,186.05666666666664,265.83566666666667,13.9979,0.6999,1249.8,877.79,0.7023,0.4916,120,120,191,0,80,80,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c20/fc_512_512
0.8,0.4,1024x128,fc_512_512,32,130,1,4,4,990,6586,15.0,149.31566666666666,265.83566666666667,17.9739,0.5617,1554.82,877.79,0.5646,0.3171,120,120,331,0,128,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c40/fc_512_512
0.8,0.6,1024x128,fc_512_512,47,190,1,4,4,1440,4391,32.8,136.81366666666665,265.83566666666667,24.1888,0.5147,1695.97,877.79,0.5176,0.2664,120,120,457,0,188,188,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d80_c60/fc_512_512
1.0,0.0,1024x128,fc_512_512,17,70,1,4,4,540,10978,4.9,172.09366666666665,265.83566666666667,11.0053,0.6474,1350.38,877.79,0.65,0.4208,120,120,162,0,68,68,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c0/fc_512_512
1.0,0.2,1024x128,fc_512_512,25,100,1,4,4,780,8782,8.9,155.93333333333334,265.83566666666667,14.6644,0.5866,1489.27,877.79,0.5894,0.3457,120,120,240,0,100,100,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c20/fc_512_512
1.0,0.4,1024x128,fc_512_512,37,150,1,4,4,1140,6586,17.3,157.24133333333336,265.83566666666667,21.8854,0.5915,1476.96,877.79,0.5943,0.3515,120,120,357,0,148,148,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c40/fc_512_512
1.0,0.6,1024x128,fc_512_512,52,210,1,4,4,1590,4391,36.2,140.299,265.83566666666667,27.4438,0.5278,1654.09,877.79,0.5307,0.2801,120,120,505,0,208,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x128/d100_c60/fc_512_512
0.2,0.0,1024x256,fc_2048_256,6,13,2,1,2,210,10978,1.9,206.69033333333334,206.69033333333334,6.0,1.0,1226.7,1226.7,1.0,1.0,120,120,91,0,36,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c0/fc_2048_256
0.2,0.2,1024x256,fc_2048_256,6,13,2,1,2,210,8782,2.4,206.69033333333334,206.69033333333334,6.0,1.0,1226.7,1226.7,1.0,1.0,120,120,91,0,36,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c20/fc_2048_256
0.2,0.4,1024x256,fc_2048_256,6,13,2,1,2,210,6586,3.2,206.69033333333334,206.69033333333334,6.0,1.0,1226.7,1226.7,1.0,1.0,120,120,91,0,36,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c40/fc_2048_256
0.2,0.6,1024x256,fc_2048_256,19,39,2,1,2,600,4391,13.7,141.54233333333335,206.69033333333334,13.0113,0.6848,1717.76,1226.7,0.7141,0.489,120,120,278,0,114,38,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c60/fc_2048_256
0.4,0.0,1024x256,fc_2048_256,13,26,2,1,2,420,10978,3.8,181.94533333333334,206.69033333333334,11.4436,0.8803,1371.8,1226.7,0.8942,0.7872,120,120,177,0,78,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c0/fc_2048_256
0.4,0.2,1024x256,fc_2048_256,13,26,2,1,2,420,8782,4.8,181.94533333333334,206.69033333333334,11.4436,0.8803,1371.8,1226.7,0.8942,0.7872,120,120,177,0,78,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c20/fc_2048_256
0.4,0.4,1024x256,fc_2048_256,13,26,2,1,2,420,6586,6.4,181.94533333333334,206.69033333333334,11.4436,0.8803,1371.8,1226.7,0.8942,0.7872,120,120,177,0,78,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c40/fc_2048_256
0.4,0.6,1024x256,fc_2048_256,26,52,2,1,2,810,4391,18.4,125.28366666666666,206.69033333333334,15.7597,0.6061,1919.94,1226.7,0.6389,0.3873,120,120,405,0,156,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c60/fc_2048_256
0.6,0.0,1024x256,fc_2048_256,26,52,2,1,2,810,10978,7.4,142.62366666666665,206.69033333333334,17.9409,0.69,1705.94,1226.7,0.7191,0.4962,120,120,405,0,156,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c0/fc_2048_256
0.6,0.2,1024x256,fc_2048_256,26,52,2,1,2,810,8782,9.2,142.62366666666665,206.69033333333334,17.9409,0.69,1705.94,1226.7,0.7191,0.4962,120,120,405,0,156,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c20/fc_2048_256
0.6,0.4,1024x256,fc_2048_256,26,52,2,1,2,810,6586,12.3,142.62366666666665,206.69033333333334,17.9409,0.69,1705.94,1226.7,0.7191,0.4962,120,120,405,0,156,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c40/fc_2048_256
0.6,0.6,1024x256,fc_2048_256,32,65,2,1,2,990,4391,22.5,133.70000000000002,206.69033333333334,20.6996,0.6469,1809.14,1226.7,0.6781,0.4386,120,120,488,0,192,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c60/fc_2048_256
0.8,0.0,1024x256,fc_2048_256,32,65,2,1,2,990,10978,9.0,122.884,206.69033333333334,19.025,0.5945,1954.31,1226.7,0.6277,0.3732,120,120,488,0,192,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c0/fc_2048_256
0.8,0.2,1024x256,fc_2048_256,32,65,2,1,2,990,8782,11.3,122.884,206.69033333333334,19.025,0.5945,1954.31,1226.7,0.6277,0.3732,120,120,488,0,192,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c20/fc_2048_256
0.8,0.4,1024x256,fc_2048_256,32,65,2,1,2,990,6586,15.0,122.884,206.69033333333334,19.025,0.5945,1954.31,1226.7,0.6277,0.3732,120,120,488,0,192,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c40/fc_2048_256
0.8,0.6,1024x256,fc_2048_256,32,65,2,1,2,990,4391,22.5,122.884,206.69033333333334,19.025,0.5945,1954.31,1226.7,0.6277,0.3732,120,120,488,0,192,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c60/fc_2048_256
1.0,0.0,1024x256,fc_2048_256,45,91,2,1,2,1380,10978,12.6,114.20633333333335,206.69033333333334,24.8647,0.5525,2090.66,1226.7,0.5868,0.3242,120,120,626,0,270,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c0/fc_2048_256
1.0,0.2,1024x256,fc_2048_256,45,91,2,1,2,1380,8782,15.7,114.20633333333335,206.69033333333334,24.8647,0.5525,2090.66,1226.7,0.5868,0.3242,120,120,626,0,270,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c20/fc_2048_256
1.0,0.4,1024x256,fc_2048_256,45,91,2,1,2,1380,6586,21.0,114.20633333333335,206.69033333333334,24.8647,0.5525,2090.66,1226.7,0.5868,0.3242,120,120,626,0,270,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c40/fc_2048_256
1.0,0.6,1024x256,fc_2048_256,45,91,2,1,2,1380,4391,31.4,114.20633333333335,206.69033333333334,24.8647,0.5525,2090.66,1226.7,0.5868,0.3242,120,120,626,0,270,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c60/fc_2048_256
0.2,0.0,1024x256,fc_512_128,13,13,1,1,1,420,10978,3.8,193.94899999999998,193.94899999999998,13.0,1.0,574.87,574.87,1.0,1.0,120,120,119,0,52,13,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c0/fc_512_128
0.2,0.2,1024x256,fc_512_128,13,13,1,1,1,420,8782,4.8,193.94899999999998,193.94899999999998,13.0,1.0,574.87,574.87,1.0,1.0,120,120,119,0,52,13,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c20/fc_512_128
0.2,0.4,1024x256,fc_512_128,13,13,1,1,1,420,6586,6.4,193.94899999999998,193.94899999999998,13.0,1.0,574.87,574.87,1.0,1.0,120,120,119,0,52,13,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c40/fc_512_128
0.2,0.6,1024x256,fc_512_128,39,39,1,1,1,1200,4391,27.3,156.05499999999998,193.94899999999998,31.3801,0.8046,712.91,574.87,0.8064,0.6488,120,120,357,0,156,39,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c60/fc_512_128
0.4,0.0,1024x256,fc_512_128,26,26,1,1,1,810,10978,7.4,162.581,193.94899999999998,21.7949,0.8383,684.55,574.87,0.8398,0.704,120,120,267,0,104,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c0/fc_512_128
0.4,0.2,1024x256,fc_512_128,26,26,1,1,1,810,8782,9.2,162.581,193.94899999999998,21.7949,0.8383,684.55,574.87,0.8398,0.704,120,120,267,0,104,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c20/fc_512_128
0.4,0.4,1024x256,fc_512_128,26,26,1,1,1,810,6586,12.3,162.581,193.94899999999998,21.7949,0.8383,684.55,574.87,0.8398,0.704,120,120,267,0,104,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c40/fc_512_128
0.4,0.6,1024x256,fc_512_128,52,52,1,1,1,1590,4391,36.2,137.91033333333334,193.94899999999998,36.9754,0.7111,805.87,574.87,0.7134,0.5072,120,120,476,0,208,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c60/fc_512_128
0.6,0.0,1024x256,fc_512_128,52,52,1,1,1,1590,10978,14.5,142.61666666666667,193.94899999999998,38.2372,0.7353,779.48,574.87,0.7375,0.5423,120,120,476,0,208,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c0/fc_512_128
0.6,0.2,1024x256,fc_512_128,52,52,1,1,1,1590,8782,18.1,142.61666666666667,193.94899999999998,38.2372,0.7353,779.48,574.87,0.7375,0.5423,120,120,476,0,208,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c20/fc_512_128
0.6,0.4,1024x256,fc_512_128,52,52,1,1,1,1590,6586,24.1,142.61666666666667,193.94899999999998,38.2372,0.7353,779.48,574.87,0.7375,0.5423,120,120,476,0,208,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c40/fc_512_128
0.6,0.6,1024x256,fc_512_128,65,65,1,1,1,1980,4391,45.1,100.7935,193.94899999999998,33.7799,0.5197,1100.27,574.87,0.5225,0.2715,120,120,667,0,260,65,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c60/fc_512_128
0.8,0.0,1024x256,fc_512_128,65,65,1,1,1,1980,10978,18.0,109.67966666666666,193.94899999999998,36.758,0.5655,1011.65,574.87,0.5682,0.3213,120,120,667,0,260,65,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c0/fc_512_128
0.8,0.2,1024x256,fc_512_128,65,65,1,1,1,1980,8782,22.5,109.67966666666666,193.94899999999998,36.758,0.5655,1011.65,574.87,0.5682,0.3213,120,120,667,0,260,65,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c20/fc_512_128
0.8,0.4,1024x256,fc_512_128,65,65,1,1,1,1980,6586,30.1,109.67966666666666,193.94899999999998,36.758,0.5655,1011.65,574.87,0.5682,0.3213,120,120,667,0,260,65,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c40/fc_512_128
0.8,0.6,1024x256,fc_512_128,65,65,1,1,1,1980,4391,45.1,109.67966666666666,193.94899999999998,36.758,0.5655,1011.65,574.87,0.5682,0.3213,120,120,667,0,260,65,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c60/fc_512_128
1.0,0.0,1024x256,fc_512_128,91,91,1,1,1,2760,10978,25.1,102.24249999999999,193.94899999999998,47.9717,0.5272,1084.77,574.87,0.5299,0.2794,120,120,944,0,364,91,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c0/fc_512_128
1.0,0.2,1024x256,fc_512_128,91,91,1,1,1,2760,8782,31.4,102.24249999999999,193.94899999999998,47.9717,0.5272,1084.77,574.87,0.5299,0.2794,120,120,944,0,364,91,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c20/fc_512_128
1.0,0.4,1024x256,fc_512_128,91,91,1,1,1,2760,6586,41.9,102.24249999999999,193.94899999999998,47.9717,0.5272,1084.77,574.87,0.5299,0.2794,120,120,944,0,364,91,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c40/fc_512_128
1.0,0.6,1024x256,fc_512_128,91,91,1,1,1,2760,4391,62.9,102.24249999999999,193.94899999999998,47.9717,0.5272,1084.77,574.87,0.5299,0.2794,120,120,944,0,364,91,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c60/fc_512_128
0.2,0.0,1024x256,fc_512_512,6,13,1,2,2,210,10978,1.9,251.66933333333336,251.66933333333336,6.0,1.0,886.4,886.4,1.0,1.0,120,120,57,0,24,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c0/fc_512_512
0.2,0.2,1024x256,fc_512_512,6,13,1,2,2,210,8782,2.4,251.66933333333336,251.66933333333336,6.0,1.0,886.4,886.4,1.0,1.0,120,120,57,0,24,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c20/fc_512_512
0.2,0.4,1024x256,fc_512_512,6,13,1,2,2,210,6586,3.2,251.66933333333336,251.66933333333336,6.0,1.0,886.4,886.4,1.0,1.0,120,120,57,0,24,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c40/fc_512_512
