dsp_ratio,clb_ratio,config,workload,P,total_dpes,V,H,dpes_per_replica,clbs_need,clbs_avail,clb_util_pct,fmax_mhz,fmax_baseline_mhz,gain,utilization,energy_pj,energy_baseline_pj,energy_ratio,tpj_scaling,grid_w,grid_h,clb_count,dsp_count,mem_count,wc_count,run_dir
0.2,0.6,1024x256,fc_512_512,19,39,1,2,2,600,4391,13.7,183.2843333333333,251.66933333333336,13.8372,0.7283,1213.32,886.4,0.7306,0.532,120,120,176,0,76,38,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d20_c60/fc_512_512
0.4,0.0,1024x256,fc_512_512,13,26,1,2,2,420,10978,3.8,179.40566666666666,251.66933333333336,9.2672,0.7129,1239.33,886.4,0.7152,0.5099,120,120,119,0,52,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c0/fc_512_512
0.4,0.2,1024x256,fc_512_512,13,26,1,2,2,420,8782,4.8,179.40566666666666,251.66933333333336,9.2672,0.7129,1239.33,886.4,0.7152,0.5099,120,120,119,0,52,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c20/fc_512_512
0.4,0.4,1024x256,fc_512_512,13,26,1,2,2,420,6586,6.4,179.40566666666666,251.66933333333336,9.2672,0.7129,1239.33,886.4,0.7152,0.5099,120,120,119,0,52,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c40/fc_512_512
0.4,0.6,1024x256,fc_512_512,26,52,1,2,2,810,4391,18.4,166.93533333333335,251.66933333333336,17.2461,0.6633,1331.15,886.4,0.6659,0.4417,120,120,268,0,104,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d40_c60/fc_512_512
0.6,0.0,1024x256,fc_512_512,26,52,1,2,2,810,10978,7.4,157.01566666666668,251.66933333333336,16.2213,0.6239,1414.6,886.4,0.6266,0.3909,120,120,268,0,104,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c0/fc_512_512
0.6,0.2,1024x256,fc_512_512,26,52,1,2,2,810,8782,9.2,157.01566666666668,251.66933333333336,16.2213,0.6239,1414.6,886.4,0.6266,0.3909,120,120,268,0,104,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c20/fc_512_512
0.6,0.4,1024x256,fc_512_512,26,52,1,2,2,810,6586,12.3,157.01566666666668,251.66933333333336,16.2213,0.6239,1414.6,886.4,0.6266,0.3909,120,120,268,0,104,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c40/fc_512_512
0.6,0.6,1024x256,fc_512_512,32,65,1,2,2,990,4391,22.5,156.07399999999998,251.66933333333336,19.845,0.6202,1423.07,886.4,0.6229,0.3863,120,120,334,0,128,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d60_c60/fc_512_512
0.8,0.0,1024x256,fc_512_512,32,65,1,2,2,990,10978,9.0,161.913,251.66933333333336,20.5874,0.6434,1372.12,886.4,0.646,0.4156,120,120,334,0,128,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c0/fc_512_512
0.8,0.2,1024x256,fc_512_512,32,65,1,2,2,990,8782,11.3,161.913,251.66933333333336,20.5874,0.6434,1372.12,886.4,0.646,0.4156,120,120,334,0,128,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c20/fc_512_512
0.8,0.4,1024x256,fc_512_512,32,65,1,2,2,990,6586,15.0,161.913,251.66933333333336,20.5874,0.6434,1372.12,886.4,0.646,0.4156,120,120,334,0,128,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c40/fc_512_512
0.8,0.6,1024x256,fc_512_512,32,65,1,2,2,990,4391,22.5,161.913,251.66933333333336,20.5874,0.6434,1372.12,886.4,0.646,0.4156,120,120,334,0,128,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d80_c60/fc_512_512
1.0,0.0,1024x256,fc_512_512,45,91,1,2,2,1380,10978,12.6,134.45066666666665,251.66933333333336,24.0406,0.5342,1650.3,886.4,0.5371,0.2869,120,120,405,0,180,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c0/fc_512_512
1.0,0.2,1024x256,fc_512_512,45,91,1,2,2,1380,8782,15.7,134.45066666666665,251.66933333333336,24.0406,0.5342,1650.3,886.4,0.5371,0.2869,120,120,405,0,180,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c20/fc_512_512
1.0,0.4,1024x256,fc_512_512,45,91,1,2,2,1380,6586,21.0,134.45066666666665,251.66933333333336,24.0406,0.5342,1650.3,886.4,0.5371,0.2869,120,120,405,0,180,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c40/fc_512_512
1.0,0.6,1024x256,fc_512_512,45,91,1,2,2,1380,4391,31.4,134.45066666666665,251.66933333333336,24.0406,0.5342,1650.3,886.4,0.5371,0.2869,120,120,405,0,180,90,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x256/d100_c60/fc_512_512
0.2,0.0,1024x64,fc_2048_256,2,19,2,4,8,90,10978,0.8,232.668,232.668,2.0,1.0,1238.11,1238.11,1.0,1.0,120,120,30,0,12,16,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c0/fc_2048_256
0.2,0.2,1024x64,fc_2048_256,9,76,2,4,8,300,8782,3.4,184.34666666666666,232.668,7.1308,0.7923,1520.75,1238.11,0.8141,0.6451,120,120,130,0,54,72,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c20/fc_2048_256
0.2,0.4,1024x64,fc_2048_256,23,190,2,4,8,720,6586,10.9,132.02700000000002,232.668,13.0513,0.5674,2060.06,1238.11,0.601,0.341,120,120,366,0,138,184,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c40/fc_2048_256
0.2,0.6,1024x64,fc_2048_256,35,285,2,4,8,1080,4391,24.6,127.29533333333332,232.668,19.1489,0.5471,2130.7,1238.11,0.5811,0.3179,120,120,516,0,210,280,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c60/fc_2048_256
0.4,0.0,1024x64,fc_2048_256,4,38,2,4,8,150,10978,1.4,236.99866666666665,232.668,4.0745,1.0186,1218.41,1238.11,1.0162,1.0351,120,120,65,0,24,32,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c0/fc_2048_256
0.4,0.2,1024x64,fc_2048_256,11,95,2,4,8,360,8782,4.1,192.01433333333333,232.668,9.078,0.8253,1466.41,1238.11,0.8443,0.6968,120,120,167,0,66,88,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c20/fc_2048_256
0.4,0.4,1024x64,fc_2048_256,26,209,2,4,8,810,6586,12.3,134.10833333333332,232.668,14.9862,0.5764,2030.57,1238.11,0.6097,0.3514,120,120,387,0,156,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c40/fc_2048_256
0.4,0.6,1024x64,fc_2048_256,38,304,2,4,8,1170,4391,26.6,121.831,232.668,19.8978,0.5236,2219.09,1238.11,0.5579,0.2921,120,120,557,0,228,304,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c60/fc_2048_256
0.6,0.0,1024x64,fc_2048_256,9,76,2,4,8,300,10978,2.7,197.629,232.668,7.6446,0.8494,1429.29,1238.11,0.8662,0.7358,120,120,130,0,54,72,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c0/fc_2048_256
0.6,0.2,1024x64,fc_2048_256,16,133,2,4,8,510,8782,5.8,169.37233333333333,232.668,11.6473,0.728,1641.07,1238.11,0.7545,0.5492,120,120,232,0,96,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c20/fc_2048_256
0.6,0.4,1024x64,fc_2048_256,28,228,2,4,8,870,6586,13.2,153.10233333333335,232.668,18.4248,0.658,1798.49,1238.11,0.6884,0.453,120,120,458,0,168,224,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c40/fc_2048_256
0.6,0.6,1024x64,fc_2048_256,42,342,2,4,8,1290,4391,29.4,116.266,232.668,20.9877,0.4997,2317.66,1238.11,0.5342,0.2669,120,120,618,0,252,336,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c60/fc_2048_256
0.8,0.0,1024x64,fc_2048_256,11,95,2,4,8,360,10978,3.3,195.45533333333333,232.668,9.2407,0.8401,1443.41,1238.11,0.8578,0.7206,120,120,167,0,66,88,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c0/fc_2048_256
0.8,0.2,1024x64,fc_2048_256,19,152,2,4,8,600,8782,6.8,144.36599999999999,232.668,11.7891,0.6205,1897.65,1238.11,0.6524,0.4048,120,120,295,0,114,152,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c20/fc_2048_256
0.8,0.4,1024x64,fc_2048_256,30,247,2,4,8,930,6586,14.1,138.30266666666668,232.668,17.8326,0.5944,1973.84,1238.11,0.6273,0.3729,120,120,471,0,180,240,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c40/fc_2048_256
0.8,0.6,1024x64,fc_2048_256,45,361,2,4,8,1380,4391,31.4,113.57566666666666,232.668,21.9665,0.4881,2368.77,1238.11,0.5227,0.2551,120,120,680,0,270,360,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c60/fc_2048_256
1.0,0.0,1024x64,fc_2048_256,16,133,2,4,8,510,10978,4.6,154.66433333333333,232.668,10.6359,0.6647,1781.94,1238.11,0.6948,0.4619,120,120,232,0,96,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c0/fc_2048_256
1.0,0.2,1024x64,fc_2048_256,23,190,2,4,8,720,8782,8.2,131.65066666666667,232.668,13.0141,0.5658,2065.5,1238.11,0.5994,0.3392,120,120,366,0,138,184,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c20/fc_2048_256
1.0,0.4,1024x64,fc_2048_256,35,285,2,4,8,1080,6586,16.4,123.223,232.668,18.5363,0.5296,2195.83,1238.11,0.5638,0.2986,120,120,516,0,210,280,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c40/fc_2048_256
1.0,0.6,1024x64,fc_2048_256,49,399,2,4,8,1500,4391,34.2,112.658,232.668,23.7258,0.4842,2386.77,1238.11,0.5187,0.2512,120,120,734,0,294,392,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c60/fc_2048_256
0.2,0.0,1024x64,fc_512_128,9,19,1,2,2,300,10978,2.7,237.25566666666668,237.25566666666668,9.0,1.0,270.74,270.74,1.0,1.0,120,120,86,0,36,18,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c0/fc_512_128
0.2,0.2,1024x64,fc_512_128,38,76,1,2,2,1170,8782,13.3,166.11266666666666,237.25566666666668,26.6054,0.7001,383.96,270.74,0.7051,0.4937,120,120,341,0,152,76,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c20/fc_512_128
0.2,0.4,1024x64,fc_512_128,95,190,1,2,2,2880,6586,43.7,107.66466666666668,237.25566666666668,43.1102,0.4538,588.94,270.74,0.4597,0.2086,120,120,949,0,380,190,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c40/fc_512_128
0.2,0.6,1024x64,fc_512_128,118,285,1,2,2,3570,4391,81.3,86.2052,237.25566666666668,42.8745,0.3633,733.96,270.74,0.3689,0.134,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c60/fc_512_128
0.4,0.0,1024x64,fc_512_128,19,38,1,2,2,600,10978,5.5,183.89200000000002,237.25566666666668,14.7265,0.7751,347.46,270.74,0.7792,0.6039,120,120,176,0,76,38,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c0/fc_512_128
0.4,0.2,1024x64,fc_512_128,47,95,1,2,2,1440,8782,16.4,155.17499999999998,237.25566666666668,30.7399,0.654,410.58,270.74,0.6594,0.4313,120,120,419,0,188,94,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c20/fc_512_128
0.4,0.4,1024x64,fc_512_128,104,209,1,2,2,3150,6586,47.8,93.79856666666666,237.25566666666668,41.1162,0.3953,675.06,270.74,0.4011,0.1586,120,120,1052,0,416,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c40/fc_512_128
0.4,0.6,1024x64,fc_512_128,118,304,1,2,2,3570,4391,81.3,102.279,237.25566666666668,50.8688,0.4311,619.62,270.74,0.4369,0.1884,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c60/fc_512_128
0.6,0.0,1024x64,fc_512_128,38,76,1,2,2,1170,10978,10.7,166.87266666666667,237.25566666666668,26.7271,0.7033,382.25,270.74,0.7083,0.4982,120,120,341,0,152,76,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c0/fc_512_128
0.6,0.2,1024x64,fc_512_128,66,133,1,2,2,2010,8782,22.9,113.94500000000001,237.25566666666668,31.6973,0.4803,556.83,270.74,0.4862,0.2335,120,120,666,0,264,132,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c20/fc_512_128
0.6,0.4,1024x64,fc_512_128,114,228,1,2,2,3450,6586,52.4,97.4003,237.25566666666668,46.8003,0.4105,650.33,270.74,0.4163,0.1709,120,120,1148,0,456,228,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c40/fc_512_128
0.6,0.6,1024x64,fc_512_128,118,342,1,2,2,3570,4391,81.3,103.44216666666667,237.25566666666668,51.4474,0.436,612.72,270.74,0.4419,0.1927,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c60/fc_512_128
0.8,0.0,1024x64,fc_512_128,47,95,1,2,2,1440,10978,13.1,147.58466666666666,237.25566666666668,29.2363,0.622,431.37,270.74,0.6276,0.3904,120,120,419,0,188,94,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c0/fc_512_128
0.8,0.2,1024x64,fc_512_128,76,152,1,2,2,2310,8782,26.3,105.38363333333332,237.25566666666668,33.7575,0.4442,601.55,270.74,0.4501,0.1999,120,120,762,0,304,152,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c20/fc_512_128
0.8,0.4,1024x64,fc_512_128,118,247,1,2,2,3570,6586,54.2,91.2989,237.25566666666668,45.4079,0.3848,693.37,270.74,0.3905,0.1503,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c40/fc_512_128
0.8,0.6,1024x64,fc_512_128,118,361,1,2,2,3570,4391,81.3,92.3614,237.25566666666668,45.9363,0.3893,685.46,270.74,0.395,0.1538,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c60/fc_512_128
1.0,0.0,1024x64,fc_512_128,66,133,1,2,2,2010,10978,18.3,104.28266666666667,237.25566666666668,29.0094,0.4395,607.83,270.74,0.4454,0.1958,120,120,666,0,264,132,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c0/fc_512_128
1.0,0.2,1024x64,fc_512_128,95,190,1,2,2,2880,8782,32.8,88.89446666666667,237.25566666666668,35.5944,0.3747,711.95,270.74,0.3803,0.1425,120,120,949,0,380,190,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c20/fc_512_128
1.0,0.4,1024x64,fc_512_128,118,285,1,2,2,3570,6586,54.2,101.9248,237.25566666666668,50.6927,0.4296,621.75,270.74,0.4354,0.1871,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c40/fc_512_128
1.0,0.6,1024x64,fc_512_128,118,399,1,2,2,3570,4391,81.3,92.94013333333334,237.25566666666668,46.2241,0.3917,681.24,270.74,0.3974,0.1557,120,120,1205,0,472,236,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c60/fc_512_128
0.2,0.0,1024x64,fc_512_512,2,19,1,8,8,90,10978,0.8,257.45,257.45,2.0,1.0,984.69,984.69,1.0,1.0,120,120,19,0,8,16,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c0/fc_512_512
0.2,0.2,1024x64,fc_512_512,9,76,1,8,8,300,8782,3.4,220.22133333333332,257.45,7.6986,0.8554,1149.43,984.69,0.8567,0.7328,120,120,93,0,36,72,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c20/fc_512_512
0.2,0.4,1024x64,fc_512_512,23,190,1,8,8,720,6586,10.9,152.08599999999998,257.45,13.587,0.5907,1659.81,984.69,0.5933,0.3505,120,120,242,0,92,184,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c40/fc_512_512
0.2,0.6,1024x64,fc_512_512,35,285,1,8,8,1080,4391,24.6,151.79666666666665,257.45,20.6366,0.5896,1662.95,984.69,0.5921,0.3491,120,120,339,0,140,280,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d20_c60/fc_512_512
0.4,0.0,1024x64,fc_512_512,4,38,1,8,8,150,10978,1.4,224.35566666666668,257.45,3.4858,0.8715,1128.43,984.69,0.8726,0.7604,120,120,42,0,16,32,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c0/fc_512_512
0.4,0.2,1024x64,fc_512_512,11,95,1,8,8,360,8782,4.1,195.28733333333335,257.45,8.344,0.7585,1294.88,984.69,0.7604,0.5768,120,120,109,0,44,88,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c20/fc_512_512
0.4,0.4,1024x64,fc_512_512,26,209,1,8,8,810,6586,12.3,147.775,257.45,14.9239,0.574,1707.93,984.69,0.5765,0.3309,120,120,271,0,104,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c40/fc_512_512
0.4,0.6,1024x64,fc_512_512,38,304,1,8,8,1170,4391,26.6,155.67633333333333,257.45,22.9781,0.6047,1621.76,984.69,0.6072,0.3671,120,120,372,0,152,304,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d40_c60/fc_512_512
0.6,0.0,1024x64,fc_512_512,9,76,1,8,8,300,10978,2.7,214.8886666666667,257.45,7.5121,0.8347,1177.7,984.69,0.8361,0.6979,120,120,93,0,36,72,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c0/fc_512_512
0.6,0.2,1024x64,fc_512_512,16,133,1,8,8,510,8782,5.8,179.86,257.45,11.1779,0.6986,1405.08,984.69,0.7008,0.4896,120,120,156,0,64,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c20/fc_512_512
0.6,0.4,1024x64,fc_512_512,28,228,1,8,8,870,6586,13.2,155.725,257.45,16.9365,0.6049,1621.26,984.69,0.6074,0.3674,120,120,292,0,112,224,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c40/fc_512_512
0.6,0.6,1024x64,fc_512_512,42,342,1,8,8,1290,4391,29.4,149.76399999999998,257.45,24.4323,0.5817,1685.38,984.69,0.5843,0.3399,120,120,411,0,168,336,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d60_c60/fc_512_512
0.8,0.0,1024x64,fc_512_512,11,95,1,8,8,360,10978,3.3,197.27533333333335,257.45,8.4289,0.7663,1281.94,984.69,0.7681,0.5886,120,120,109,0,44,88,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c0/fc_512_512
0.8,0.2,1024x64,fc_512_512,19,152,1,8,8,600,8782,6.8,177.46633333333332,257.45,13.0971,0.6893,1423.89,984.69,0.6915,0.4767,120,120,183,0,76,152,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c20/fc_512_512
0.8,0.4,1024x64,fc_512_512,30,247,1,8,8,930,6586,14.1,160.94566666666665,257.45,18.7546,0.6252,1569.0,984.69,0.6276,0.3923,120,120,318,0,120,240,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c40/fc_512_512
0.8,0.6,1024x64,fc_512_512,45,361,1,8,8,1380,4391,31.4,141.57899999999998,257.45,24.7468,0.5499,1782.23,984.69,0.5525,0.3038,120,120,438,0,180,360,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d80_c60/fc_512_512
1.0,0.0,1024x64,fc_512_512,16,133,1,8,8,510,10978,4.6,165.75166666666667,257.45,10.3011,0.6438,1523.8,984.69,0.6462,0.416,120,120,156,0,64,128,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c0/fc_512_512
1.0,0.2,1024x64,fc_512_512,23,190,1,8,8,720,8782,8.2,141.065,257.45,12.6024,0.5479,1788.69,984.69,0.5505,0.3016,120,120,242,0,92,184,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c20/fc_512_512
1.0,0.4,1024x64,fc_512_512,35,285,1,8,8,1080,6586,16.4,138.795,257.45,18.869,0.5391,1817.78,984.69,0.5417,0.292,120,120,339,0,140,280,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c40/fc_512_512
1.0,0.6,1024x64,fc_512_512,49,399,1,8,8,1500,4391,34.2,139.92066666666665,257.45,26.6309,0.5435,1803.23,984.69,0.5461,0.2968,120,120,478,0,196,392,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/1024x64/d100_c60/fc_512_512
0.2,0.0,512x128,fc_2048_256,1,14,4,2,8,60,10978,0.5,181.39066666666668,181.39066666666668,1.0,1.0,2172.49,2172.49,1.0,1.0,120,120,19,0,6,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c0/fc_2048_256
0.2,0.2,512x128,fc_2048_256,7,56,4,2,8,240,8782,2.7,154.285,181.39066666666668,5.954,0.8506,2518.44,2172.49,0.8626,0.7337,120,120,137,0,42,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c20/fc_2048_256
0.2,0.4,512x128,fc_2048_256,17,140,4,2,8,540,6586,8.2,142.82899999999998,181.39066666666668,13.386,0.7874,2704.13,2172.49,0.8034,0.6326,120,120,340,0,102,136,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c40/fc_2048_256
0.2,0.6,512x128,fc_2048_256,26,210,4,2,8,810,4391,18.4,140.74633333333335,181.39066666666668,20.1742,0.7759,2741.14,2172.49,0.7925,0.615,120,120,514,0,156,208,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d20_c60/fc_2048_256
0.4,0.0,512x128,fc_2048_256,3,28,4,2,8,120,10978,1.1,176.03566666666666,181.39066666666668,2.9114,0.9705,2232.39,2172.49,0.9732,0.9444,120,120,62,0,18,24,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c0/fc_2048_256
0.4,0.2,512x128,fc_2048_256,8,70,4,2,8,270,8782,3.1,178.51933333333332,181.39066666666668,7.8734,0.9842,2204.16,2172.49,0.9856,0.97,120,120,155,0,48,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c20/fc_2048_256
0.4,0.4,512x128,fc_2048_256,19,154,4,2,8,600,6586,9.1,144.28133333333332,181.39066666666668,15.1129,0.7954,2678.96,2172.49,0.8109,0.645,120,120,368,0,114,152,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c40/fc_2048_256
0.4,0.6,512x128,fc_2048_256,28,224,4,2,8,870,4391,19.8,131.99800000000002,181.39066666666668,20.3756,0.7277,2909.33,2172.49,0.7467,0.5434,120,120,558,0,168,224,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d40_c60/fc_2048_256
0.6,0.0,512x128,fc_2048_256,7,56,4,2,8,240,10978,2.2,150.22833333333332,181.39066666666668,5.7974,0.8282,2580.96,2172.49,0.8417,0.6971,120,120,137,0,42,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c0/fc_2048_256
0.6,0.2,512x128,fc_2048_256,12,98,4,2,8,390,8782,4.4,162.43733333333333,181.39066666666668,10.7461,0.8955,2402.25,2172.49,0.9044,0.8099,120,120,238,0,72,96,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c20/fc_2048_256
0.6,0.4,512x128,fc_2048_256,21,168,4,2,8,660,6586,10.0,168.73466666666667,181.39066666666668,19.5348,0.9302,2320.19,2172.49,0.9363,0.871,120,120,407,0,126,168,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c40/fc_2048_256
0.6,0.6,512x128,fc_2048_256,31,252,4,2,8,960,4391,21.9,118.73166666666667,181.39066666666668,20.2915,0.6546,3211.69,2172.49,0.6764,0.4428,120,120,633,0,186,248,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d60_c60/fc_2048_256
0.8,0.0,512x128,fc_2048_256,8,70,4,2,8,270,10978,2.5,172.04166666666666,181.39066666666668,7.5877,0.9485,2279.5,2172.49,0.9531,0.9039,120,120,155,0,48,64,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c0/fc_2048_256
0.8,0.2,512x128,fc_2048_256,14,112,4,2,8,450,8782,5.1,170.40233333333333,181.39066666666668,13.1519,0.9394,2299.47,2172.49,0.9448,0.8875,120,120,270,0,84,112,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c20/fc_2048_256
0.8,0.4,512x128,fc_2048_256,22,182,4,2,8,690,6586,10.5,129.51333333333335,181.39066666666668,15.708,0.714,2961.25,2172.49,0.7336,0.5238,120,120,439,0,132,176,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c40/fc_2048_256
0.8,0.6,512x128,fc_2048_256,33,266,4,2,8,1020,4391,23.2,136.79466666666667,181.39066666666668,24.8867,0.7541,2814.45,2172.49,0.7719,0.5821,120,120,648,0,198,264,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d80_c60/fc_2048_256
1.0,0.0,512x128,fc_2048_256,12,98,4,2,8,390,10978,3.6,156.42166666666665,181.39066666666668,10.3482,0.8623,2486.82,2172.49,0.8736,0.7533,120,120,238,0,72,96,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_full/512x128/d100_c0/fc_2048_256
