dsp_ratio,clb_ratio,config,workload,P,total_dpes,V,H,dpes_per_replica,clbs_avail,dsps_avail,p_dpe,p_clb,p_bram,p_dsp,limit,fmax_mhz,fmax_baseline_mhz,gain,utilization,grid_w,grid_h,clb_count,dsp_count,mem_count,wc_count,run_dir
0.2,0.4,1024x256,fc_512_512,6,13,1,2,2,6586,174,6,70,29,43,dpe,138.0293,138.0293,6.0,1.0,120,120,580,24,96,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c40/fc_512_512
0.2,0.6,1024x256,fc_512_512,19,39,1,2,2,4391,174,19,47,29,43,dpe,124.7663,138.0293,17.1743,0.9039,120,120,1838,76,304,38,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c60/fc_512_512
0.4,0.0,1024x256,fc_512_512,13,26,1,2,2,10978,145,13,117,29,36,dpe,132.861,138.0293,12.5132,0.9626,120,120,1256,52,208,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c0/fc_512_512
0.4,0.2,1024x256,fc_512_512,13,26,1,2,2,8782,145,13,94,29,36,dpe,132.861,138.0293,12.5132,0.9626,120,120,1256,52,208,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c20/fc_512_512
0.4,0.4,1024x256,fc_512_512,13,26,1,2,2,6586,145,13,70,29,36,dpe,132.861,138.0293,12.5132,0.9626,120,120,1256,52,208,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c40/fc_512_512
0.4,0.6,1024x256,fc_512_512,26,52,1,2,2,4391,145,26,47,29,36,dpe,126.8383,138.0293,23.892,0.9189,120,120,2516,104,416,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c60/fc_512_512
0.6,0.0,1024x256,fc_512_512,21,52,1,2,2,10978,87,26,117,29,21,dsp,131.544,138.0293,20.0133,0.953,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c0/fc_512_512
0.6,0.2,1024x256,fc_512_512,21,52,1,2,2,8782,87,26,94,29,21,dsp,131.544,138.0293,20.0133,0.953,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c20/fc_512_512
0.6,0.4,1024x256,fc_512_512,21,52,1,2,2,6586,87,26,70,29,21,dsp,131.544,138.0293,20.0133,0.953,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c40/fc_512_512
0.6,0.6,1024x256,fc_512_512,21,65,1,2,2,4391,87,32,47,29,21,dsp,130.5347,138.0293,19.8597,0.9457,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c60/fc_512_512
0.8,0.0,1024x256,fc_512_512,14,65,1,2,2,10978,58,32,117,29,14,dsp,134.2207,138.0293,13.6137,0.9724,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c0/fc_512_512
0.8,0.2,1024x256,fc_512_512,14,65,1,2,2,8782,58,32,94,29,14,dsp,134.2207,138.0293,13.6137,0.9724,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c20/fc_512_512
0.8,0.4,1024x256,fc_512_512,14,65,1,2,2,6586,58,32,70,29,14,dsp,134.2207,138.0293,13.6137,0.9724,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c40/fc_512_512
0.8,0.6,1024x256,fc_512_512,14,65,1,2,2,4391,58,32,47,29,14,dsp,134.2207,138.0293,13.6137,0.9724,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c60/fc_512_512
0.2,0.0,1024x256,fc_2048_256,6,13,2,1,2,10978,174,6,117,29,43,dpe,126.5667,126.5667,6.0,1.0,120,120,597,24,108,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c0/fc_2048_256
0.2,0.2,1024x256,fc_2048_256,6,13,2,1,2,8782,174,6,94,29,43,dpe,126.5667,126.5667,6.0,1.0,120,120,597,24,108,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c20/fc_2048_256
0.2,0.4,1024x256,fc_2048_256,6,13,2,1,2,6586,174,6,70,29,43,dpe,126.5667,126.5667,6.0,1.0,120,120,597,24,108,12,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c40/fc_2048_256
0.2,0.6,1024x256,fc_2048_256,19,39,2,1,2,4391,174,19,47,29,43,dpe,119.042,126.5667,17.8704,0.9405,120,120,1870,76,342,38,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d20_c60/fc_2048_256
0.4,0.0,1024x256,fc_2048_256,13,26,2,1,2,10978,145,13,117,29,36,dpe,127.3897,126.5667,13.0845,1.0065,120,120,1311,52,234,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c0/fc_2048_256
0.4,0.2,1024x256,fc_2048_256,13,26,2,1,2,8782,145,13,94,29,36,dpe,127.3897,126.5667,13.0845,1.0065,120,120,1311,52,234,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c20/fc_2048_256
0.4,0.4,1024x256,fc_2048_256,13,26,2,1,2,6586,145,13,70,29,36,dpe,127.3897,126.5667,13.0845,1.0065,120,120,1311,52,234,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c40/fc_2048_256
0.4,0.6,1024x256,fc_2048_256,26,52,2,1,2,4391,145,26,47,29,36,dpe,113.5733,126.5667,23.3308,0.8973,120,120,2590,104,468,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d40_c60/fc_2048_256
0.6,0.0,1024x256,fc_2048_256,21,52,2,1,2,10978,87,26,117,29,21,dsp,127.8593,126.5667,21.2145,1.0102,120,120,2110,84,378,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c0/fc_2048_256
0.6,0.2,1024x256,fc_2048_256,21,52,2,1,2,8782,87,26,94,29,21,dsp,127.8593,126.5667,21.2145,1.0102,120,120,2110,84,378,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c20/fc_2048_256
0.6,0.4,1024x256,fc_2048_256,21,52,2,1,2,6586,87,26,70,29,21,dsp,127.8593,126.5667,21.2145,1.0102,120,120,2110,84,378,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c40/fc_2048_256
0.6,0.6,1024x256,fc_2048_256,21,65,2,1,2,4391,87,32,47,29,21,dsp,128.2187,126.5667,21.2741,1.0131,120,120,2110,84,378,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d60_c60/fc_2048_256
0.8,0.0,1024x256,fc_2048_256,14,65,2,1,2,10978,58,32,117,29,14,dsp,124.099,126.5667,13.727,0.9805,120,120,1408,56,252,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c0/fc_2048_256
0.8,0.2,1024x256,fc_2048_256,14,65,2,1,2,8782,58,32,94,29,14,dsp,124.099,126.5667,13.727,0.9805,120,120,1408,56,252,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c20/fc_2048_256
0.8,0.4,1024x256,fc_2048_256,14,65,2,1,2,6586,58,32,70,29,14,dsp,124.099,126.5667,13.727,0.9805,120,120,1408,56,252,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c40/fc_2048_256
0.8,0.6,1024x256,fc_2048_256,14,65,2,1,2,4391,58,32,47,29,14,dsp,124.099,126.5667,13.727,0.9805,120,120,1408,56,252,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/1024x256/d80_c60/fc_2048_256
0.2,0.0,512x256,fc_512_128,9,9,1,1,1,10978,174,9,117,29,43,dpe,137.258,137.258,9.0,1.0,120,120,853,36,144,9,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c0/fc_512_128
0.2,0.2,512x256,fc_512_128,27,27,1,1,1,8782,174,27,94,29,43,dpe,124.556,137.258,24.5014,0.9075,120,120,2541,108,432,27,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c20/fc_512_128
0.2,0.4,512x256,fc_512_128,29,54,1,1,1,6586,174,54,70,29,43,bram,119.587,137.258,25.2665,0.8713,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c40/fc_512_128
0.2,0.6,512x256,fc_512_128,29,90,1,1,1,4391,174,90,47,29,43,bram,120.6467,137.258,25.4903,0.879,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c60/fc_512_128
0.4,0.0,512x256,fc_512_128,18,18,1,1,1,10978,145,18,117,29,36,dpe,129.913,137.258,17.0368,0.9465,120,120,1660,72,288,18,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c0/fc_512_128
0.4,0.2,512x256,fc_512_128,29,36,1,1,1,8782,145,36,94,29,36,bram,113.753,137.258,24.0338,0.8288,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c20/fc_512_128
0.4,0.4,512x256,fc_512_128,29,54,1,1,1,6586,145,54,70,29,36,bram,118.4733,137.258,25.0312,0.8631,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c40/fc_512_128
0.4,0.6,512x256,fc_512_128,29,99,1,1,1,4391,145,99,47,29,36,bram,120.0107,137.258,25.356,0.8743,120,120,2663,116,464,29,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c60/fc_512_128
0.6,0.0,512x256,fc_512_128,21,36,1,1,1,10978,87,36,117,29,21,dsp,132.6353,137.258,20.2927,0.9663,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c0/fc_512_128
0.6,0.2,512x256,fc_512_128,21,54,1,1,1,8782,87,54,94,29,21,dsp,129.884,137.258,19.8718,0.9463,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c20/fc_512_128
0.6,0.4,512x256,fc_512_128,21,72,1,1,1,6586,87,72,70,29,21,dsp,134.4777,137.258,20.5746,0.9797,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c40/fc_512_128
0.6,0.6,512x256,fc_512_128,21,108,1,1,1,4391,87,108,47,29,21,dsp,132.841,137.258,20.3242,0.9678,120,120,1943,84,336,21,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c60/fc_512_128
0.8,0.0,512x256,fc_512_128,14,45,1,1,1,10978,58,45,117,29,14,dsp,135.0233,137.258,13.7721,0.9837,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c0/fc_512_128
0.8,0.2,512x256,fc_512_128,14,63,1,1,1,8782,58,63,94,29,14,dsp,127.8947,137.258,13.045,0.9318,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c20/fc_512_128
0.8,0.4,512x256,fc_512_128,14,81,1,1,1,6586,58,81,70,29,14,dsp,135.34,137.258,13.8044,0.986,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c40/fc_512_128
0.8,0.6,512x256,fc_512_128,14,117,1,1,1,4391,58,117,47,29,14,dsp,130.425,137.258,13.303,0.9502,120,120,1304,56,224,14,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c60/fc_512_128
0.2,0.0,512x256,fc_512_512,4,9,1,2,2,10978,174,4,117,29,43,dpe,139.3123,139.3123,4.0,1.0,120,120,386,16,64,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c0/fc_512_512
0.2,0.2,512x256,fc_512_512,13,27,1,2,2,8782,174,13,94,29,43,dpe,127.7993,139.3123,11.9257,0.9174,120,120,1256,52,208,26,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c20/fc_512_512
0.2,0.4,512x256,fc_512_512,27,54,1,2,2,6586,174,27,70,29,43,dpe,127.1097,139.3123,24.635,0.9124,120,120,2618,108,432,54,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c40/fc_512_512
0.2,0.6,512x256,fc_512_512,29,90,1,2,2,4391,174,45,47,29,43,bram,126.5013,139.3123,26.3332,0.908,120,120,2804,116,464,58,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c60/fc_512_512
0.4,0.0,512x256,fc_512_512,9,18,1,2,2,10978,145,9,117,29,36,dpe,125.3713,139.3123,8.0994,0.8999,120,120,858,36,144,18,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c0/fc_512_512
0.4,0.2,512x256,fc_512_512,18,36,1,2,2,8782,145,18,94,29,36,dpe,130.6513,139.3123,16.8809,0.9378,120,120,1744,72,288,36,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c20/fc_512_512
0.4,0.4,512x256,fc_512_512,27,54,1,2,2,6586,145,27,70,29,36,dpe,127.2627,139.3123,24.6647,0.9135,120,120,2618,108,432,54,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c40/fc_512_512
0.4,0.6,512x256,fc_512_512,29,99,1,2,2,4391,145,49,47,29,36,bram,125.242,139.3123,26.071,0.899,120,120,2804,116,464,58,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c60/fc_512_512
0.6,0.0,512x256,fc_512_512,18,36,1,2,2,10978,87,18,117,29,21,dpe,130.5603,139.3123,16.8692,0.9372,120,120,1744,72,288,36,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c0/fc_512_512
0.6,0.2,512x256,fc_512_512,21,54,1,2,2,8782,87,27,94,29,21,dsp,127.2653,139.3123,19.184,0.9135,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c20/fc_512_512
0.6,0.4,512x256,fc_512_512,21,72,1,2,2,6586,87,36,70,29,21,dsp,127.345,139.3123,19.196,0.9141,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c40/fc_512_512
0.6,0.6,512x256,fc_512_512,21,108,1,2,2,4391,87,54,47,29,21,dsp,126.7333,139.3123,19.1038,0.9097,120,120,2039,84,336,42,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c60/fc_512_512
0.8,0.0,512x256,fc_512_512,14,45,1,2,2,10978,58,22,117,29,14,dsp,128.9217,139.3123,12.9558,0.9254,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c0/fc_512_512
0.8,0.2,512x256,fc_512_512,14,63,1,2,2,8782,58,31,94,29,14,dsp,132.0493,139.3123,13.2701,0.9479,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c20/fc_512_512
0.8,0.4,512x256,fc_512_512,14,81,1,2,2,6586,58,40,70,29,14,dsp,133.4877,139.3123,13.4147,0.9582,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c40/fc_512_512
0.8,0.6,512x256,fc_512_512,14,117,1,2,2,4391,58,58,47,29,14,dsp,132.181,139.3123,13.2833,0.9488,120,120,1350,56,224,28,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c60/fc_512_512
0.2,0.0,512x256,fc_2048_256,2,9,4,1,4,10978,174,2,117,29,43,dpe,140.644,140.644,2.0,1.0,120,120,212,8,36,8,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c0/fc_2048_256
0.2,0.2,512x256,fc_2048_256,6,27,4,1,4,8782,174,6,94,29,43,dpe,123.0237,140.644,5.2483,0.8747,120,120,634,24,108,24,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c20/fc_2048_256
0.2,0.4,512x256,fc_2048_256,13,54,4,1,4,6586,174,13,70,29,43,dpe,126.4363,140.644,11.6868,0.899,120,120,1372,52,234,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c40/fc_2048_256
0.2,0.6,512x256,fc_2048_256,22,90,4,1,4,4391,174,22,47,29,43,dpe,111.224,140.644,17.398,0.7908,120,120,2323,88,396,88,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d20_c60/fc_2048_256
0.4,0.0,512x256,fc_2048_256,4,18,4,1,4,10978,145,4,117,29,36,dpe,135.5807,140.644,3.856,0.964,120,120,422,16,72,16,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c0/fc_2048_256
0.4,0.2,512x256,fc_2048_256,9,36,4,1,4,8782,145,9,94,29,36,dpe,129.6447,140.644,8.2961,0.9218,120,120,954,36,162,36,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c20/fc_2048_256
0.4,0.4,512x256,fc_2048_256,13,54,4,1,4,6586,145,13,70,29,36,dpe,130.1507,140.644,12.0301,0.9254,120,120,1372,52,234,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c40/fc_2048_256
0.4,0.6,512x256,fc_2048_256,24,99,4,1,4,4391,145,24,47,29,36,dpe,111.468,140.644,19.0213,0.7926,120,120,2534,96,432,96,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d40_c60/fc_2048_256
0.6,0.0,512x256,fc_2048_256,9,36,4,1,4,10978,87,9,117,29,21,dpe,130.1203,140.644,8.3266,0.9252,120,120,954,36,162,36,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c0/fc_2048_256
0.6,0.2,512x256,fc_2048_256,13,54,4,1,4,8782,87,13,94,29,21,dpe,123.4183,140.644,11.4078,0.8775,120,120,1372,52,234,52,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c20/fc_2048_256
0.6,0.4,512x256,fc_2048_256,18,72,4,1,4,6586,87,18,70,29,21,dpe,119.5323,140.644,15.2981,0.8499,120,120,1874,72,324,72,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c40/fc_2048_256
0.6,0.6,512x256,fc_2048_256,21,108,4,1,4,4391,87,27,47,29,21,dsp,119.361,140.644,17.8222,0.8487,120,120,2207,84,378,84,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d60_c60/fc_2048_256
0.8,0.0,512x256,fc_2048_256,11,45,4,1,4,10978,58,11,117,29,14,dpe,130.804,140.644,10.2304,0.93,120,120,1168,44,198,44,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c0/fc_2048_256
0.8,0.2,512x256,fc_2048_256,14,63,4,1,4,8782,58,15,94,29,14,dsp,129.0977,140.644,12.8507,0.9179,120,120,1495,56,252,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c20/fc_2048_256
0.8,0.4,512x256,fc_2048_256,14,81,4,1,4,6586,58,20,70,29,14,dsp,129.125,140.644,12.8534,0.9181,120,120,1495,56,252,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c40/fc_2048_256
0.8,0.6,512x256,fc_2048_256,14,117,4,1,4,4391,58,29,47,29,14,dsp,126.8737,140.644,12.6293,0.9021,120,120,1495,56,252,56,/mnt/vault0/jiajunh5/nl-dpe-fpl/dse/round2_fc_softmax/512x256/d80_c60/fc_2048_256
